Signal Match,Name,Designation,Company,Role Hiring For,Source Platform,Job Post URL,LinkedIn Profile URL
High,"Anu Banjo, aPHR",HR Coordinator | Onboarding & Employee Experience Purvis Industries,Purvis Industries,Account Manager,Glassdoor,"https://www.glassdoor.com/Job/Sales-Manager-jobs-SRCH_KO0,13.htm?locT=N&locId=1",https://www.linkedin.com/sales/lead/ACwAAD6fyWABoj3pg6hSBo7HSz1wAMUVYgZVK4M
High,Bob Purvis,Owner Purvis Industries,Purvis Industries,Account Manager,Glassdoor,"https://www.glassdoor.com/Job/Sales-Manager-jobs-SRCH_KO0,13.htm?locT=N&locId=1",https://www.linkedin.com/sales/lead/ACwAAAIngrQBfDL8y42jHB5jjdQbqNpOtydY9b8
High,Christopher Kellett,Vice President National Accounts Purvis Industries,Purvis Industries,Account Manager,Glassdoor,"https://www.glassdoor.com/Job/Sales-Manager-jobs-SRCH_KO0,13.htm?locT=N&locId=1",https://www.linkedin.com/sales/lead/ACwAAAjiHsQBZpxvAfSBjnCaUVoX9v9FJZeNwvE
High,Willie Hendrickson,CEO/Founder AVEKA Group,Aveka,Business Development Manager - 5+ years sales or customer service experience,Glassdoor,"https://www.glassdoor.com/Job/Sales-Manager-jobs-SRCH_KO0,13.htm?locT=N&locId=1",https://www.linkedin.com/sales/lead/ACwAAAHzOf0BEOJVrdkeoLp1alz_jgnIt6l5L2M
High,Lori Pulley A.,Board of Directors AVEKA,Aveka,Business Development Manager - 5+ years sales or customer service experience,Glassdoor,"https://www.glassdoor.com/Job/Sales-Manager-jobs-SRCH_KO0,13.htm?locT=N&locId=1",https://www.linkedin.com/sales/lead/ACwAAAFjiaABEMuSHW8cbLR85O29UC4HxuyAUg8
High,Jon Peters,CFO AVEKA,Aveka,Business Development Manager - 5+ years sales or customer service experience,Glassdoor,"https://www.glassdoor.com/Job/Sales-Manager-jobs-SRCH_KO0,13.htm?locT=N&locId=1",https://www.linkedin.com/sales/lead/ACwAAAEKnXsBI5XEmA-GL5PmEzC9FR8A4prx1CY
High,Tommy Saunders,Senior Research And Development Engineer AVEKA,Aveka,Business Development Manager - 5+ years sales or customer service experience,Glassdoor,"https://www.glassdoor.com/Job/Sales-Manager-jobs-SRCH_KO0,13.htm?locT=N&locId=1",https://www.linkedin.com/sales/lead/ACwAAB4DUlcB9tQ1Jn_vRhLgu0ywyEK3TPeX0Vk
High,Thomas Fitch,Sr. Engineering Specialist AVEKA,Aveka,Business Development Manager - 5+ years sales or customer service experience,Glassdoor,"https://www.glassdoor.com/Job/Sales-Manager-jobs-SRCH_KO0,13.htm?locT=N&locId=1",https://www.linkedin.com/sales/lead/ACwAAAE1wvkBXE0YAP0p2H-6xOtuoTlBuLUT80A
High,Mayada Nagm,Freelance Recruiter ProHire Solution,ProHire Solution,Account Executive,Dice,https://www.dice.com/jobs?q=Account%20Executive&employer=ProHire%20Solution,https://www.linkedin.com/sales/lead/ACwAACjjnqQBOEvhtlVy46txA4YfhApM2W7MEBI
High,Nympha J.,Assistant Professor  and Assistant Director:  Quality Assurance and Accreditation Centre Applied Science University,"Applied Business Software, Inc.",New Business Account Executive,Dice,https://www.dice.com/jobs?q=New%20Business%20Account%20Executive&employer=Applied%20Business%20Software%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAPHwJoBZG1Rhe5hPVgFMPgQ64l-oW1dZ48
High,Hanan sa'adoun,Scholarship Coordinator Applied Science University,"Applied Business Software, Inc.",New Business Account Executive,Dice,https://www.dice.com/jobs?q=New%20Business%20Account%20Executive&employer=Applied%20Business%20Software%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAABtZgyIBMzwBR8bZ5j_wc7bJQjYlMeCDxJY
High,Yazan Iyad,Event Coordinator Applied Science University,"Applied Business Software, Inc.",New Business Account Executive,Dice,https://www.dice.com/jobs?q=New%20Business%20Account%20Executive&employer=Applied%20Business%20Software%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAD0283gBw-VkEb4AZuq8YyZlG1BHzIHnErs
High,"Paul J Huettl, PE, LEED AP",Principal Engineer Applied Science,"Applied Business Software, Inc.",New Business Account Executive,Dice,https://www.dice.com/jobs?q=New%20Business%20Account%20Executive&employer=Applied%20Business%20Software%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAROywEBa6zrfvGJO6vcOEjJtBwvzVZeqjo
High,Majed AbuKhader,"Full Professor of Nutritional and Clinical Biochemistry College of Pharmacy, National University of Science and Technology","Applied Business Software, Inc.",New Business Account Executive,Dice,https://www.dice.com/jobs?q=New%20Business%20Account%20Executive&employer=Applied%20Business%20Software%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAADKaAEBov7JtkAJx25lzlpZZp9KFfxBcu0
High,Carmen Gentile,Postindustrial Media Founder Postindustrial Media,Today,Full-time,Dice,https://www.dice.com/jobs?q=Full-time&employer=Today,https://www.linkedin.com/sales/lead/ACwAAAG4AjgB6h5HtDF1DtXzW5v6dsOSgrtqP10
High,Michael McCarter,"VP, Group Editor USA TODAY CO - USA TODAY NETWORK USA TODAY CO | USA TODAY NETWORK",Today,Full-time,Dice,https://www.dice.com/jobs?q=Full-time&employer=Today,https://www.linkedin.com/sales/lead/ACwAAAElmZcBLX24uFxMsrZuOnfzkmdgKvn8lI4
High,Eve Chen,Senior Consumer Travel Reporter USA TODAY,Today,Full-time,Dice,https://www.dice.com/jobs?q=Full-time&employer=Today,https://www.linkedin.com/sales/lead/ACwAAB7KUkMBiYEqb7-vY5O-f2s_xbTSSH1yn64
High,Jessica Guynn,Senior reporter USA TODAY,Today,Full-time,Dice,https://www.dice.com/jobs?q=Full-time&employer=Today,https://www.linkedin.com/sales/lead/ACwAAABc4kkBDNLT5uJEC11WL7GOHlOcDwBvhvY
High,Heidi Connolly,Configuration Management Manager USA,Today,Full-time,Dice,https://www.dice.com/jobs?q=Full-time&employer=Today,https://www.linkedin.com/sales/lead/ACwAAAH9GDYBsknDBsPyP4XKBaQanpahFlkQmzU
High,Rick Sabatino,CEO/Founder Consumer Nsight,Nsight,Account Executive for IT Services company,Dice,https://www.dice.com/jobs?q=Account%20Executive%20for%20IT%20Services%20company&employer=Nsight,https://www.linkedin.com/sales/lead/ACwAADc_2osBkZJN50Y1dy28Xqdpv2m1j094rxE
High,Brighid R.,Chief Executive Officer Nsight and Cellcom,Nsight,Account Executive for IT Services company,Dice,https://www.dice.com/jobs?q=Account%20Executive%20for%20IT%20Services%20company&employer=Nsight,https://www.linkedin.com/sales/lead/ACwAAAKyupABZRW7G9hzSSiaSCfKPeHdR4fDlpQ
High,John Dennis,Chief Executive Officer NSight TMC,Nsight,Account Executive for IT Services company,Dice,https://www.dice.com/jobs?q=Account%20Executive%20for%20IT%20Services%20company&employer=Nsight,https://www.linkedin.com/sales/lead/ACwAAAcs0I0BJvqul7U1JmYk44NHXOY4qja6tw0
High,Pat Riordan,CEO Nsight,Nsight,Account Executive for IT Services company,Dice,https://www.dice.com/jobs?q=Account%20Executive%20for%20IT%20Services%20company&employer=Nsight,https://www.linkedin.com/sales/lead/ACwAAAGOdSoBIDGaJ3A9nsZQ94qhZm8H170L_QI
High,Kova Kolondzic,Chief Marketing Officer Nsight,Nsight,Account Executive for IT Services company,Dice,https://www.dice.com/jobs?q=Account%20Executive%20for%20IT%20Services%20company&employer=Nsight,https://www.linkedin.com/sales/lead/ACwAAAHZnvIBerxWnP2Ll-P9jVN8nAZQSLq3skM
High,Roxana Mihaela Ciobotaru,Coordonator transport Trans-Valemar,Trans Union LLC,Client Value Executive (Account Manager) ShareAble,Dice,https://www.dice.com/jobs?q=Client%20Value%20Executive%20(Account%20Manager)%20ShareAble&employer=Trans%20Union%20LLC,https://www.linkedin.com/sales/lead/ACwAAA0LqocBSuqxbdFKVzLKDkJ1fzQOr61hCa0
High,Grupo Sembrando Ya GONZALES VASQUEZ,Director de la oficina de gestión de proyectos y programas Trans-Valemar,Trans Union LLC,Client Value Executive (Account Manager) ShareAble,Dice,https://www.dice.com/jobs?q=Client%20Value%20Executive%20(Account%20Manager)%20ShareAble&employer=Trans%20Union%20LLC,https://www.linkedin.com/sales/lead/ACwAABRrQysBDn4zFEYwsHlWCqvTD8nV8hM_PnI
High,Miguel Lope Moreno,Coordinador de logística Trans-Valemar,Trans Union LLC,Client Value Executive (Account Manager) ShareAble,Dice,https://www.dice.com/jobs?q=Client%20Value%20Executive%20(Account%20Manager)%20ShareAble&employer=Trans%20Union%20LLC,https://www.linkedin.com/sales/lead/ACwAACmVwzIBvEDnuHRPyvSMwWNp7vSNc9lZtq0
High,VICENTE TORRÓ CALOMARDE,Coordinador de tráfico Trans-Valemar,Trans Union LLC,Client Value Executive (Account Manager) ShareAble,Dice,https://www.dice.com/jobs?q=Client%20Value%20Executive%20(Account%20Manager)%20ShareAble&employer=Trans%20Union%20LLC,https://www.linkedin.com/sales/lead/ACwAAB0uVtEBrvHg-yrkGlu6dhmirEEIf09cPYU
High,Dacha Ichou,Condoctor Trans-Valemar,Trans Union LLC,Client Value Executive (Account Manager) ShareAble,Dice,https://www.dice.com/jobs?q=Client%20Value%20Executive%20(Account%20Manager)%20ShareAble&employer=Trans%20Union%20LLC,https://www.linkedin.com/sales/lead/ACwAACwxuzgB3ZS8naz3OhNvXchaxlGZkVED6BY
High,Graig Paglieri,Chief Executive Randstad Digital,Randstad Digital,VP Business Development - Strategic Account Executive,Dice,https://www.dice.com/jobs?q=VP%20Business%20Development%20-%20Strategic%20Account%20Executive&employer=Randstad%20Digital,https://www.linkedin.com/sales/lead/ACwAAABkNC8BT76vHtMtgCY49cLSuIdfhb33LwI
High,Nick Hahn,"Managing Director, AI & Decision Intelligence  BRG",Randstad Digital,VP Business Development - Strategic Account Executive,Dice,https://www.dice.com/jobs?q=VP%20Business%20Development%20-%20Strategic%20Account%20Executive&employer=Randstad%20Digital,https://www.linkedin.com/sales/lead/ACwAAABBGbkBL1TdiPbvmAhcyo2ggQG7RwhJme0
High,Steve Howe,Technical Recruitment Director/Sr. Healthcare IT Recruiter Randstad Digital,Randstad Digital,VP Business Development - Strategic Account Executive,Dice,https://www.dice.com/jobs?q=VP%20Business%20Development%20-%20Strategic%20Account%20Executive&employer=Randstad%20Digital,https://www.linkedin.com/sales/lead/ACwAABKXPHIBnJNUfMYXRJT6rbP1fW_3ewqH3Uc
High,Merlyn Mathew,Chief Operating Officer Randstad Digital,Randstad Digital,VP Business Development - Strategic Account Executive,Dice,https://www.dice.com/jobs?q=VP%20Business%20Development%20-%20Strategic%20Account%20Executive&employer=Randstad%20Digital,https://www.linkedin.com/sales/lead/ACwAAAEbPygBgJ0TDlvuFzOW6-jfb1HM2c0r0Xg
High,Dave Messinger,Head of Technology and Product for Torc Randstad Digital,Randstad Digital,VP Business Development - Strategic Account Executive,Dice,https://www.dice.com/jobs?q=VP%20Business%20Development%20-%20Strategic%20Account%20Executive&employer=Randstad%20Digital,https://www.linkedin.com/sales/lead/ACwAAAAB1_cBjypdow-awgtzCKbAlqzC0TNTGHA
High,Raj Sharma,Founder Shimento Inc.,"Shimento, Inc.",Strategic Sales Executive / SAP Account Executive & Pre-Sales Lead,Dice,https://www.dice.com/jobs?q=Strategic%20Sales%20Executive%20%2F%20SAP%20Account%20Executive%20%26%20Pre-Sales%20Lead&employer=Shimento%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAABZVXYBS2ECNPq8FemwBW4wFNRYtZhnryM
High,Swetha Polamreddy,Chief Marketing Officer ShimentoX Technologies,"Shimento, Inc.",Strategic Sales Executive / SAP Account Executive & Pre-Sales Lead,Dice,https://www.dice.com/jobs?q=Strategic%20Sales%20Executive%20%2F%20SAP%20Account%20Executive%20%26%20Pre-Sales%20Lead&employer=Shimento%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAABPrDMByje-xTXCnRwayAxvC7vOa6ztXvk
High,Rashma Sharma,"COO Shimento, Inc.","Shimento, Inc.",Strategic Sales Executive / SAP Account Executive & Pre-Sales Lead,Dice,https://www.dice.com/jobs?q=Strategic%20Sales%20Executive%20%2F%20SAP%20Account%20Executive%20%26%20Pre-Sales%20Lead&employer=Shimento%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAADS0Gg0Bs5CJyA-od3fVdw5HDIebmMUZjWU
High,Abhishek Mulukutla,Head of Operations & Strategy ShimentoX Technologies,"Shimento, Inc.",Strategic Sales Executive / SAP Account Executive & Pre-Sales Lead,Dice,https://www.dice.com/jobs?q=Strategic%20Sales%20Executive%20%2F%20SAP%20Account%20Executive%20%26%20Pre-Sales%20Lead&employer=Shimento%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAKJWP0BW79HphjFo41qDT5Wqbswe7PFMi4
High,Sakshi Gupta,Senior Business Analyst ShimentoX Technologies,"Shimento, Inc.",Strategic Sales Executive / SAP Account Executive & Pre-Sales Lead,Dice,https://www.dice.com/jobs?q=Strategic%20Sales%20Executive%20%2F%20SAP%20Account%20Executive%20%26%20Pre-Sales%20Lead&employer=Shimento%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAACTaWgwBB863wWue9xeIaWXRwUOdldpnAt8
High,Janice Weber,"Controller Microsel of Colorado, LLC",Microsel Of Colorado Llc,Account Executive - Managed Services Provider,Dice,https://www.dice.com/jobs?q=Account%20Executive%20-%20Managed%20Services%20Provider&employer=Microsel%20Of%20Colorado%20Llc,https://www.linkedin.com/sales/lead/ACwAAALmQfsB7-4ha_7aQpKmvqbam-FjLVinybo
High,Anthony DePlato,Production Tech II Microsel Of Colorado LLC,Microsel Of Colorado Llc,Account Executive - Managed Services Provider,Dice,https://www.dice.com/jobs?q=Account%20Executive%20-%20Managed%20Services%20Provider&employer=Microsel%20Of%20Colorado%20Llc,https://www.linkedin.com/sales/lead/ACwAADDkVrAB0TyLD2rQYdPj7PnkKIt9JQ4EN68
High,Gary Faircloth,Sales Executiv e Microsel Of Colorado DBA Trinware,Microsel Of Colorado Llc,Account Executive - Managed Services Provider,Dice,https://www.dice.com/jobs?q=Account%20Executive%20-%20Managed%20Services%20Provider&employer=Microsel%20Of%20Colorado%20Llc,https://www.linkedin.com/sales/lead/ACwAABOKB-4BhOwcrYZU0Hy8JTzDrzJi6gd9q_o
High,Ashima Gupta,President RIIASH,RIIASH LLC,Account Executive,Dice,https://www.dice.com/jobs?q=Account%20Executive&employer=RIIASH%20LLC,https://www.linkedin.com/sales/lead/ACwAAEVcQdcBqz7WauR09N7lu7WWz3l9uJsoK5s
High,Nancy Lary,"Partner and CFO Arena Technical Resources, LLC",Arena Technical Resources,Strategic Account Executive,Dice,https://www.dice.com/jobs?q=Strategic%20Account%20Executive&employer=Arena%20Technical%20Resources,https://www.linkedin.com/sales/lead/ACwAAALf6dYBs9oP4D_8asCMbIj1E_IkiKt73CA
High,Rodney Simpson,Case Coordinator Arena Technical Resources/ General Dynamics,Arena Technical Resources,Strategic Account Executive,Dice,https://www.dice.com/jobs?q=Strategic%20Account%20Executive&employer=Arena%20Technical%20Resources,https://www.linkedin.com/sales/lead/ACwAABQBnTQBZmhJrfgwHHoZpaRMaL7r_ECxqxM
High,"Odette Gomez MEd, RHIA, CPC, CCS, CDIP, CPC-I",Instructor Arena Technical Resources,Arena Technical Resources,Strategic Account Executive,Dice,https://www.dice.com/jobs?q=Strategic%20Account%20Executive&employer=Arena%20Technical%20Resources,https://www.linkedin.com/sales/lead/ACwAABY5EqoBeoRQhDc1s9YntEqTnNZH-3tyo2U
High,Jenn Sullivan,Account Manager/Senior Recruiter Arena Technical Resources,Arena Technical Resources,Strategic Account Executive,Dice,https://www.dice.com/jobs?q=Strategic%20Account%20Executive&employer=Arena%20Technical%20Resources,https://www.linkedin.com/sales/lead/ACwAAAGCTUgBbqn3s-EICVx7l73ZUxYylAFlAtc
High,Lolita Horne,Learning Systems Program Manager Defense Acquisition University,Arena Technical Resources,Strategic Account Executive,Dice,https://www.dice.com/jobs?q=Strategic%20Account%20Executive&employer=Arena%20Technical%20Resources,https://www.linkedin.com/sales/lead/ACwAAAC1TPUBsEp_nOMM5A2JKH8W83ANxyjvF0w
High,Deepak Chhetri,AVP RCM Services InfiCare Technologies,InfiCare Technologies,"B2B Sales – Account Executive || Upper Saddle River, NJ 07458 (Onsite)",Dice,https://www.dice.com/jobs?q=B2B%20Sales%20%E2%80%93%20Account%20Executive%20%7C%7C%20Upper%20Saddle%20River%2C%20NJ%2007458%20(Onsite)&employer=InfiCare%20Technologies,https://www.linkedin.com/sales/lead/ACwAAAFvqUABB8mSQwthiPUrVQpxN0pp_wItGzE
High,K S,Senior IT Recruitment Consultant InfiCare Software Technologies,InfiCare Technologies,"B2B Sales – Account Executive || Upper Saddle River, NJ 07458 (Onsite)",Dice,https://www.dice.com/jobs?q=B2B%20Sales%20%E2%80%93%20Account%20Executive%20%7C%7C%20Upper%20Saddle%20River%2C%20NJ%2007458%20(Onsite)&employer=InfiCare%20Technologies,https://www.linkedin.com/sales/lead/ACwAABp7KQQBQmnoihCf2-tKbhGOcSfCYYGoN28
High,Radha Krishna K,Senior Java Software Engineer InfiCare Software Technologies,InfiCare Technologies,"B2B Sales – Account Executive || Upper Saddle River, NJ 07458 (Onsite)",Dice,https://www.dice.com/jobs?q=B2B%20Sales%20%E2%80%93%20Account%20Executive%20%7C%7C%20Upper%20Saddle%20River%2C%20NJ%2007458%20(Onsite)&employer=InfiCare%20Technologies,https://www.linkedin.com/sales/lead/ACwAADh78PIBPSNPCJgEMzw6iUi61MyOMDOOoE4
High,Kuldeep Panchal,Assistant Manager  IT & Admin InfiCare Software Technologies,InfiCare Technologies,"B2B Sales – Account Executive || Upper Saddle River, NJ 07458 (Onsite)",Dice,https://www.dice.com/jobs?q=B2B%20Sales%20%E2%80%93%20Account%20Executive%20%7C%7C%20Upper%20Saddle%20River%2C%20NJ%2007458%20(Onsite)&employer=InfiCare%20Technologies,https://www.linkedin.com/sales/lead/ACwAAAdirLUBUxRBXPh17KlxZUhTkiB114V8Z-o
High,Akshay Kumar,Software Engineering Manager InfiCare Software Technologies,InfiCare Technologies,"B2B Sales – Account Executive || Upper Saddle River, NJ 07458 (Onsite)",Dice,https://www.dice.com/jobs?q=B2B%20Sales%20%E2%80%93%20Account%20Executive%20%7C%7C%20Upper%20Saddle%20River%2C%20NJ%2007458%20(Onsite)&employer=InfiCare%20Technologies,https://www.linkedin.com/sales/lead/ACwAABurYzQBokNcJUBPSjeIKHPEB9lXY5znK5k
High,Ilashree Saxena,Founder & Product Consultant Microgreen Studio,Microgreen Technologies LLC,Enterprise Account Sales Executive,Dice,https://www.dice.com/jobs?q=Enterprise%20Account%20Sales%20Executive&employer=Microgreen%20Technologies%20LLC,https://www.linkedin.com/sales/lead/ACwAABJnYcQBM8eBvtJQ4WR2NvLatTCWudtSZdU
High,Manjunath B,Group Chief Executive Officer Microgreen Technologies®,Microgreen Technologies LLC,Enterprise Account Sales Executive,Dice,https://www.dice.com/jobs?q=Enterprise%20Account%20Sales%20Executive&employer=Microgreen%20Technologies%20LLC,https://www.linkedin.com/sales/lead/ACwAAA1VcHUBJ3M0i0y4QSKUeMjD0kS_o51tG5M
High,Ivan Argueta,Business Owner Microgreen Depot,Microgreen Technologies LLC,Enterprise Account Sales Executive,Dice,https://www.dice.com/jobs?q=Enterprise%20Account%20Sales%20Executive&employer=Microgreen%20Technologies%20LLC,https://www.linkedin.com/sales/lead/ACwAAB4yIaABoRPpXp_3KQ82Oa27dCKKf8Y7TY8
High,Likith Sai,Senior Talent Acquisition Specialist Microgreen Technologies®,Microgreen Technologies LLC,Enterprise Account Sales Executive,Dice,https://www.dice.com/jobs?q=Enterprise%20Account%20Sales%20Executive&employer=Microgreen%20Technologies%20LLC,https://www.linkedin.com/sales/lead/ACwAACmHplABXE7ynkpY4bKd1jIyHtzv8p2iavk
High,Sagar Jogwadikar,Senior Product Manager Microgreen Technologies®,Microgreen Technologies LLC,Enterprise Account Sales Executive,Dice,https://www.dice.com/jobs?q=Enterprise%20Account%20Sales%20Executive&employer=Microgreen%20Technologies%20LLC,https://www.linkedin.com/sales/lead/ACwAAAE6P3YBeJlXqnp68ZBJIBbrtgvLofBvnXc
High,Dinesh kumar,senior engineer Park Computer Systems,"Park Computer Systems, Inc",Enterprise Sales Professional - Complete Remote,Dice,https://www.dice.com/jobs?q=Enterprise%20Sales%20Professional%20-%20Complete%20Remote&employer=Park%20Computer%20Systems%2C%20Inc,https://www.linkedin.com/sales/lead/ACwAAASXegcBcsAcYCpbyf0SY6GcbwX8bpPL6kk
High,Sreenivas Gudipati,Recruiting Lead & Account Manager Park Computer Systems Inc.,"Park Computer Systems, Inc",Enterprise Sales Professional - Complete Remote,Dice,https://www.dice.com/jobs?q=Enterprise%20Sales%20Professional%20-%20Complete%20Remote&employer=Park%20Computer%20Systems%2C%20Inc,https://www.linkedin.com/sales/lead/ACwAAAC5O2MBZRgEzCjkP85AVmACpI8iR_cRb_c
High,Rakesh Guliani,"Talent Acquisition Lead Park Computer Systems, Inc.","Park Computer Systems, Inc",Enterprise Sales Professional - Complete Remote,Dice,https://www.dice.com/jobs?q=Enterprise%20Sales%20Professional%20-%20Complete%20Remote&employer=Park%20Computer%20Systems%2C%20Inc,https://www.linkedin.com/sales/lead/ACwAAAA6j8UB3ec0I_55avXEdGBki44NIgAQrNY
High,James C.,Software Engineer / Insider Threat Management Park Computer Systems Inc.,"Park Computer Systems, Inc",Enterprise Sales Professional - Complete Remote,Dice,https://www.dice.com/jobs?q=Enterprise%20Sales%20Professional%20-%20Complete%20Remote&employer=Park%20Computer%20Systems%2C%20Inc,https://www.linkedin.com/sales/lead/ACwAAActW6YBTinVvEYlcMOAUBywxgYjjB15V4E
High,Lakshman -Sharrma,Talent Acquisition Specialist Park Computer Systems Inc.,"Park Computer Systems, Inc",Enterprise Sales Professional - Complete Remote,Dice,https://www.dice.com/jobs?q=Enterprise%20Sales%20Professional%20-%20Complete%20Remote&employer=Park%20Computer%20Systems%2C%20Inc,https://www.linkedin.com/sales/lead/ACwAABmoEgMBAJoeiPcSwkII2BQrU73sEFbNMaA
High,Elizabeth Ayala,"Sr. Executive Assistant Fiserv, Inc","Fiserv, Inc.","Account Executive, Cards",Dice,https://www.dice.com/jobs?q=Account%20Executive%2C%20Cards&employer=Fiserv%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAACCM7roB8mB75MQOCdKJI-RdwPhMVvkFrjI
High,Marc Spruill,"Senior Technical Analyst Fiserv, Inc","Fiserv, Inc.","Account Executive, Cards",Dice,https://www.dice.com/jobs?q=Account%20Executive%2C%20Cards&employer=Fiserv%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAADBkR54BDLLlWNyhSEHlFBf9nL4EstyA5Hk
High,Charles Watts,Senior Network Design IntegraSys - Fiserv,"Fiserv, Inc.","Account Executive, Cards",Dice,https://www.dice.com/jobs?q=Account%20Executive%2C%20Cards&employer=Fiserv%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAG27fMBuC_coVoEN7wDE9BvghA0jUSXtK4
High,Rich Rugg,Sr. Software Consultant IntegraSys,"Fiserv, Inc.","Account Executive, Cards",Dice,https://www.dice.com/jobs?q=Account%20Executive%2C%20Cards&employer=Fiserv%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAEslcwBW2b-T_CJoRaPC9urVONjfkZT4C4
High,Jennifer Wildasin,"Client Executive Business Manager Fiserv, Inc","Fiserv, Inc.","Account Executive, Cards",Dice,https://www.dice.com/jobs?q=Account%20Executive%2C%20Cards&employer=Fiserv%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAABWXNDwBqjCJE-FXE1qtsKyg8410oo4W_zc
High,Fatimah Abbouchi,CEO | C-Suite & Board Advisor | AMO  AMO (Agile Management Office),Visa,"Sr. Director, Account Executive",Dice,https://www.dice.com/jobs?q=Sr.%20Director%2C%20Account%20Executive&employer=Visa,https://www.linkedin.com/sales/lead/ACwAAAEhqmkBAKgXY60fvPlSt-r4sjhjSS76vlM
High,Olaseni Alabede,"Vice President, Strategic Initiatives and Acceptance Solutions Labs Visa",Visa,"Sr. Director, Account Executive",Dice,https://www.dice.com/jobs?q=Sr.%20Director%2C%20Account%20Executive&employer=Visa,https://www.linkedin.com/sales/lead/ACwAAAVMt3sBTAE5PoaKwsR_WyjCG9erGGIl3dU
High,James Mirfin,"SVP, Global Head of Risk And Security Intelligence Solutions Visa",Visa,"Sr. Director, Account Executive",Dice,https://www.dice.com/jobs?q=Sr.%20Director%2C%20Account%20Executive&employer=Visa,https://www.linkedin.com/sales/lead/ACwAAADvwVUB-_ZryN2j4D1T9qh7uPCYYqaCmA0
High,Mariota Essery,VP Global Brand Creative Visa,Visa,"Sr. Director, Account Executive",Dice,https://www.dice.com/jobs?q=Sr.%20Director%2C%20Account%20Executive&employer=Visa,https://www.linkedin.com/sales/lead/ACwAAAASFZEBHpEuQDsVcwryNQBiSWg5DzdCl2c
High,Jan Lim,Head of Global Tech Partnerships - APAC Visa,Visa,"Sr. Director, Account Executive",Dice,https://www.dice.com/jobs?q=Sr.%20Director%2C%20Account%20Executive&employer=Visa,https://www.linkedin.com/sales/lead/ACwAAAP6xfYBxtwmc5wD5r40lWhwpvSghna8bAE
High,Vagner Rego,President and CEO Atlas Copco Group,Atlas Copco Group,Service Sales Manager - Indianapolis Territory,Dice,https://www.dice.com/jobs?q=Service%20Sales%20Manager%20-%20Indianapolis%20Territory&employer=Atlas%20Copco%20Group,https://www.linkedin.com/sales/lead/ACwAAALI3G0BSooJJggW7YUM0TCOKy-SgP8Ug2A
High,Cecilia Sandberg,"SVP, Chief Human Resources Officer Atlas Copco Group Atlas Copco Group",Atlas Copco Group,Service Sales Manager - Indianapolis Territory,Dice,https://www.dice.com/jobs?q=Service%20Sales%20Manager%20-%20Indianapolis%20Territory&employer=Atlas%20Copco%20Group,https://www.linkedin.com/sales/lead/ACwAAAFE3ZcBhiOHg1HTelEJ3znQSy72C_2HJUg
High,Marcus Hvied,"Senior Vice President, Chief Information Officer Atlas Copco Group",Atlas Copco Group,Service Sales Manager - Indianapolis Territory,Dice,https://www.dice.com/jobs?q=Service%20Sales%20Manager%20-%20Indianapolis%20Territory&employer=Atlas%20Copco%20Group,https://www.linkedin.com/sales/lead/ACwAAABdc4QBiHwRgg5M2kf5jQX2uxZrzb0UiKc
High,Alexander Tollet,Chief Product Security Officer Atlas Copco Group,Atlas Copco Group,Service Sales Manager - Indianapolis Territory,Dice,https://www.dice.com/jobs?q=Service%20Sales%20Manager%20-%20Indianapolis%20Territory&employer=Atlas%20Copco%20Group,https://www.linkedin.com/sales/lead/ACwAAAEL4pUBYS0b21Z7BWypQGSt89gkn7ffO14
High,Peter Kinnart,Chief Financial Officer Atlas Copco Group,Atlas Copco Group,Service Sales Manager - Indianapolis Territory,Dice,https://www.dice.com/jobs?q=Service%20Sales%20Manager%20-%20Indianapolis%20Territory&employer=Atlas%20Copco%20Group,https://www.linkedin.com/sales/lead/ACwAAAMbWOIBXfaY40sZ_IXQL2ygCyopmwCRyt0
High,JP(JayaPrasad) Vejendla,Founder & CEO Forsys Inc,Forsys Inc.,Partner Sales Manager,Dice,https://www.dice.com/jobs?q=Partner%20Sales%20Manager&employer=Forsys%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAD6jZ8BsuU6GtQPeweezAHu_tSEXDgYAOs
High,Prasanth Veerapareddy,Chief Revenue Officer Forsys Inc,Forsys Inc.,Partner Sales Manager,Dice,https://www.dice.com/jobs?q=Partner%20Sales%20Manager&employer=Forsys%20Inc.,https://www.linkedin.com/sales/lead/ACwAAABpwToBIsiyaomYCl9CJtX6xWxBlPuWEj8
