Signal Match,Name,Designation,Company,Role Hiring For,Source Platform,Job Post URL,LinkedIn Profile URL
"High","Jason Boccagno","Chief Financial Officer Davlyn Group","Davlyn Group","Director of Sales Growth","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAADv8fsBERS5YQZUbO3dEdyn-B4RJ85Uv54"
"High","Janice Maiden","Member Board of Directors Davlyn Group","Davlyn Group","Director of Sales Growth","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAJXgssBBTjy2a6xyeVJ7DW_OJ-zd8Y-wbo"
"High","Onkar Singh Birk","EVP, Chief Technology Officer Hilton Grand Vacations","Hilton Grand Vacations","Vacation Sales Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAADKpfoBGYkWSY8yPSDuKfIEMCbZbVvIKJI"
"High","Derek DeSalvia M.S.","Chief Customer Officer-Executive Vice President  Hilton Grand Vacations","Hilton Grand Vacations","Vacation Sales Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAASejgoB-TOterknLWecUD-YRtctxCx4iXs"
"High","Wayne R. Clark, Jr.","Senior Director of Marketing Hilton Grand Vacations","Hilton Grand Vacations","Vacation Sales Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAGm51kB2twt9CZ3uR60Gva5t0keiI0tsIE"
"High","Pia Cornejo","EVP Chief HR Officer Hilton Grand Vacations","Hilton Grand Vacations","Vacation Sales Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAAJLTMBnwdisOQbUvK7BFnt9KL1nih2c7Q"
"High","Dan Mathewes","President and Chief Financial Officer Hilton Grand Vacations","Hilton Grand Vacations","Vacation Sales Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAVwk_EBn73W9eKBmXxH_U4V7By0DLgJbP0"
"High","Dan Stanek","President & COO OTTO Engineering, Inc.","OTTO Engineering","Director of Sales - Communications","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAEUSRQB8eijb8YBC8mftMDI9wQkdsyjD98"
"High","Jim Fehr","Director IT OTTO Engineering, Inc.","OTTO Engineering","Director of Sales - Communications","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAEM_7kBFZpdpjFdmE2REl-4zFOi9BDNj24"
"High","Ellen Jardim","Managing Director Lumino","Lumino","National Account Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAACMgzUcBjyZzoJIO3aPc591E9SggZ6w702o"
"High","Francesco Boccardo","CFO Asia Pacific PERI","PERI","Account Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAABYVhYB4DVhgLGlQH02bAiiJsR4_vWjXNg"
"High","Goran Kovacev","Chief Sales Officer (CSO) PERI","PERI","Account Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAABEgwKEBSyWWE6LG1X8uGdw4RV5JhwiLX2M"
"High","Abdirahman Sheikhdon","Chief Financial Officer PERI","PERI","Account Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAADEeyj8BPa-TJKPaiG7p6OAIMSyW50vhm9w"
"High","Martin Schlecker","COO PERI Group PERI","PERI","Account Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAADmQkFIB_YYGoT0jvCv2j9800A8xFYkeMOM"
"High","Radoslav Kopka","Managing Director Slovakia PERI","PERI","Account Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAUf-qgBLanVHFDohwXzmlTT3HXyg2mG7Jc"
"High","Thirumala Arohi Mamunooru","Chief Learning Officer @ Cognizant Cognizant","Cognizant","Director of Sales - Life Science/MedTech - IOA/BPO (Boston/New Jersey))","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAALUY3wBtraArYBlxluxXG7K5zXhTT6_WTM"
"High","Klarissa Marenitch","CTO, Chief Technologist and Futurist for Retail division  Cognizant","Cognizant","Director of Sales - Life Science/MedTech - IOA/BPO (Boston/New Jersey))","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAAzeKUBxGLSCZU-rqgRmZSzaFxlLwlVM88"
"High","Sunil Gupta","Senior Director - Partnerships & Influencer Relationships - IOA Cognizant","Cognizant","Director of Sales - Life Science/MedTech - IOA/BPO (Boston/New Jersey))","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAABuutcBoDXwcIRYyTVt-16yxIb27x36EI8"
"High","John Wheeler","SVP & Chief Security Officer Cognizant","Cognizant","Director of Sales - Life Science/MedTech - IOA/BPO (Boston/New Jersey))","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAACl9UcBAyIMvyY5TNSfckPkvGoqk-8i_x4"
"High","Amanda Sedars","Chief Human Resources and Risk Officer Mindr","Mindr","Senior Manager Keepr Sales-Remote","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAB61i8Bq4knP0Jea1a5yYXtuVC9XmGdJm8"
"High","Melissa Robbins","Chief Operating Officer Mindr","Mindr","Senior Manager Keepr Sales-Remote","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAADQU24BNrPOf27ZMjvnq6ykZ7Xb3GpAZBw"
"High","Peter Polit","Chief Product and Technology Officer Mindr","Mindr","Senior Manager Keepr Sales-Remote","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAABVg8sBIJXCaPTQMrZU3BK8a_u-GN2vSSs"
"High","Terence Rarick","Director Of Operations Core Compliance LLC","Chetu","Director of Sales LATAM","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAH115wBIQ4X6gL5L1VPiAYGvAGH4cK1lwY"
"High","Jeff Parcheta, MBA","Director of Sales Chetu, Inc.","Chetu","Director of Sales LATAM","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAAF_TYBzfScztsjcnpkey5G-XmPfVWX1t0"
"High","Chris Greene","Chief Financial Officer Continuum Services","Continuum Services","Account Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAE0gR4BFL7CPxKYq2JkI4K8cg02AQe1iiE"
"High","Scott Milligan","Chief Administrative Officer Continuum Services","Continuum Services","Account Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAEj6xUB0iIQydzmg2cTK4B1hIQ9FQo7ga8"
"High","J. Paige Freeland","Marketing Coordinator Continuum Services","Continuum Services","Account Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAGUEgkBNjBBX4t0YUl8KfNBJ4nv8E_y8XQ"
"High","Tonya A.","Project Coordinator Continuum Services","Continuum Services","Account Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAABX3TX0B0mFyeXmQUnzeGpCJLvyzrTbIo94"
"High","Kenji Takeuchi","Chief Technology Officer Neptune Technology Group","Neptune Technology Group","Strategic Initiative Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAACrrkBA3zjXu3nFlHRwl1d9fPS5-g-NCo"
"High","Danilo Nogueira","Chief Information Officer Neptune Technology Group","Neptune Technology Group","Strategic Initiative Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAARuCKsBq-gjoejjVGpquJPm3N50poze2jk"
"High","Don Turano","Chief Growth Officer Neptune Technology Group","Neptune Technology Group","Strategic Initiative Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAB2zawBRBYENCKxJHHHUjoYmkxlFPXZjQ0"
"High","Kunwar Harricharran","Chief Operating Officer Neptune Technology Group","Neptune Technology Group","Strategic Initiative Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAACY7jawBnd7vRSbgQnsVf43VAyQZBsXYtAo"
"High","Melissa Morris","Chief Human Resources Officer The Dolben Company, Inc.","The Dolben Company","Property Manager","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAGfGL0BEKJVcScpl-0biPrfzs7e7Dg4WlI"
"High","Effie Georgiou","Chief Financial Officer The Dolben Company, Inc.","The Dolben Company","Property Manager","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAFM8qEB4p5DfSRCXY3gQ55zSzcs_tNrM_s"
"High","Shannon Mannke","Human Resources Coordinator/Benefits Specialist The Dolben Company, Inc.","The Dolben Company","Property Manager","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAFdHLUBPgZUsBfUvhBDs_Yl8jZJFaWykhA"
"High","Gianna Mazzochia","As a Lifestyle Director, I thrive on small details that create big impacts.

In my role, I design and execute signature events and lifestyle initiatives that foster connection, elevate daily living, and create a true sense of community. From concept to execution, I collaborate closely with residents, vendors, and local partners while managing logistics, promotions, and budgets—all while serving as a welcoming host and community connector.

My background in property management, paired with experience in social media and marketing, allows me to approach community-building strategically and creatively. I understand what residents want, how to communicate it effectively, and how to turn ideas into experiences people actually show up for.

Professional, approachable, and known for my charismatic energy, I thrive in creating vibrant environments where residents feel heard, engaged, and genuinely excited to participate. If it brings people together, chances are I’m already planning it. The Dolben Company","The Dolben Company","Property Manager","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAADh17e4BVK8_MVAF0zFHqIwmk8PTJl95kRg"
"High","Mohamed Denden","Chief Financial Officer Airbus Aircraft","Airbus","Head of Growth & Marketing","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAEg9E4BCmKp4C_Dfa6-sdEiImOjh0iFVUo"
"High","Amber Regalado","Account Coordinator Ntooitive Digital","Ntooitive Digital LLC","Head of Go-To-Market (GTM) / VP Growth","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAD-nqcUB_IdwJ_Ntvq4J5pA5uYE1HFDx9UA"
"High","Richard Phu","Operations Inspector & Consultant Spyglass Ops","Spyglass Operations","Head of Operations","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAA6UqDYBwQosPw28GSPwXoMn6LGdv0Ipzwg"
"High","Shelly Mistry","Associate Communications Director THE QODE","The Qode","Head of Go-To-Market","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAABRRLicB1yAGroFHP8TZS9EZfkYeddDvZ-A"
"High","Raya Chamoun","Associate Director THE QODE","The Qode","Head of Go-To-Market","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAA-DbuYBNVQY-8mKQu2PGB1TDyIyXALOYV0"
"High","Tony Guarnieri","Managing Director BNY Mellon","BNY","Operations Head of Sanctions","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAETiXUBo_ZjXfq-7DXYfOJKzBvZ0T66p6s"
"High","Gary Hegedus","Chief Information Officer & Managing Director The Bank of New York Mellon","BNY","Operations Head of Sanctions","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAACsXk4B6CXIXhI9-CMUQal2cLK4UHTHZ94"
"High","Cathinka Wahlstrom","Chief Commercial Officer and Member of the Executive Committee BNY","BNY","Operations Head of Sanctions","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAAYok4B4kTBUBeeu45_UZkK0A1oYl9F5Y0"
"High","Sabet Elias","CTO, Managing Director BNY","BNY","Operations Head of Sanctions","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAIlxJ4BwuH0JvXleTnZGlBbmkFQWOBU0QM"
"High","Jeff Pollack","Sr Director BNY","BNY","Operations Head of Sanctions","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAE8s3QBIBQ25dTL20JvpNQ0WSBZoje0Omg"
"High","Talmo Martins","Client Engagement Executive - Energy Sector Booz Allen Hamilton","Booz Allen Hamilton","Quantum Go-To-Market Specialist","Dice","https://www.dice.com/jobs?q=Quantum%20Go-To-Market%20Specialist&employer=Booz%20Allen%20Hamilton","https://www.linkedin.com/sales/lead/ACwAAAAqaKYBt6l0XjdsHYXR8SsiZ_nM11HXYWo"
"High","Bill Vass","Chief Technology Officer,  Ex-Amazon, Ex-Sun, Ex-SES Booz Allen Hamilton","Booz Allen Hamilton","Quantum Go-To-Market Specialist","Dice","https://www.dice.com/jobs?q=Quantum%20Go-To-Market%20Specialist&employer=Booz%20Allen%20Hamilton","https://www.linkedin.com/sales/lead/ACwAAAABFKcBhiq2HPF5FjDarFmNxLKFqgQp8oo"
"High","Mike Wikan","Senior Technology Consultant/Creative Director Booz Allen Hamilton","Booz Allen Hamilton","Quantum Go-To-Market Specialist","Dice","https://www.dice.com/jobs?q=Quantum%20Go-To-Market%20Specialist&employer=Booz%20Allen%20Hamilton","https://www.linkedin.com/sales/lead/ACwAAADq9G8BPbbt8aBAQhOofxMB92806bRo_x0"
"High","Chris Chiancone","Innovation and Strategy Executive Contractor Booz Allen Hamilton","Booz Allen Hamilton","Quantum Go-To-Market Specialist","Dice","https://www.dice.com/jobs?q=Quantum%20Go-To-Market%20Specialist&employer=Booz%20Allen%20Hamilton","https://www.linkedin.com/sales/lead/ACwAAADIINsBL5cSieYhlxqa0RIg4N1EvdnqHPY"
"High","Guy Peluso MPM, MA","Marketing Lead - Civil Sector Booz Allen Hamilton","Booz Allen Hamilton","Quantum Go-To-Market Specialist","Dice","https://www.dice.com/jobs?q=Quantum%20Go-To-Market%20Specialist&employer=Booz%20Allen%20Hamilton","https://www.linkedin.com/sales/lead/ACwAAAJYkcsBX_uMJLFvFF1Cq6JQqyvI8EnnXcc"
"High","Robin Gill, LSBB, MBA","Inventory and Planning Contractor Motion Recruitment Partners LLC","Motion Recruitment Partners, LLC","GenAI Go to Market Strategy Lead","Dice","https://www.dice.com/jobs?q=GenAI%20Go%20to%20Market%20Strategy%20Lead&employer=Motion%20Recruitment%20Partners%2C%20LLC","https://www.linkedin.com/sales/lead/ACwAABkx8G0BGKBTl2gsJxZ4k5IT-KzgJgbeIQg"
"High","Steve Pearlman","Chief Compliance Officer Mercury","Mercury","Head of Growth Marketing","Dice","https://www.dice.com/jobs?q=Head%20of%20Growth%20Marketing&employer=Mercury","https://www.linkedin.com/sales/lead/ACwAAAAWvEsBUYZhL1VBKIRUPIDIqWTo3tpceYw"
"High","Arlan McMillan","Chief Information Security Officer (CISO) Kirkland & Ellis LLP","Kirkland & Ellis LLP","Manager, IT Financial Operations","Dice","https://www.dice.com/jobs?q=Manager%2C%20IT%20Financial%20Operations&employer=Kirkland%20%26%20Ellis%20LLP","https://www.linkedin.com/sales/lead/ACwAAAAmR0oB7NULqPY99BhCUx5AhiJTiKfMTFw"
"High","Richard K.","Director of Cybersecurity Design Kirkland & Ellis","Kirkland & Ellis LLP","Manager, IT Financial Operations","Dice","https://www.dice.com/jobs?q=Manager%2C%20IT%20Financial%20Operations&employer=Kirkland%20%26%20Ellis%20LLP","https://www.linkedin.com/sales/lead/ACwAAAQIBvcBDdoiETn8af03nKrJUbFK8G5aelo"
"High","David Pfeiffer","President Shimano North America Fishing, Inc.","Shimano North America Holding, Inc.","Go-To-Market Manager - Fish","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4387529315","https://www.linkedin.com/sales/lead/ACwAAB9gofsBSOfyPMvQjSMS5YHhh1xnMziSR-c"
"High","Brady Stephenson","Vacation Rental Owner Airbnb","Airbnb","Senior Business Development Manager, Southeast & Mid-Atlantic","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4388113144","https://www.linkedin.com/sales/lead/ACwAAAYGvvgB33t9mpErcEt1kNLXZK38bA6yY18"
"High","Amit Gandhi","Vice President and Technical Fellow Airbnb","Airbnb","Senior Business Development Manager, Southeast & Mid-Atlantic","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4388113144","https://www.linkedin.com/sales/lead/ACwAABN9LZAB9ksYFtbBNPhWLbDiFLM6Zpduk4c"
"High","Ben Goodman","President JAPAC Adobe","Adobe","Go-to-Market (GTM) Manager - Corporate B2B, Business Professional","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4359827481","https://www.linkedin.com/sales/lead/ACwAAAG4f-YB80OayBruE6H_R3aUCvAEPuzedqA"
"High","Kerry Crockett, MBA, CPC, CAE, CMP Fellow, DES","President NPAworldwide","NPAworldwide","Territory Manager-Corsicana","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4383401912","https://www.linkedin.com/sales/lead/ACwAAAsS9pkBlAbIzlEAwPs0ryWrrzB80gWe7-4"
"High","Dr. Lisha Antiqua Ph.D. ICF, E-RYT","owner of AntiquaLisha.com and YourOwnUniversity.com Antiqua Lisha Libbey Inc","The Beachbody Company","Manager, Retail Sales","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4384639250","https://www.linkedin.com/sales/lead/ACwAAAXBVwgB76ajuVmbP9QUzCQdeEONuVBhiCM"
"High","Michael Asaku-Yeboah, MS, CRC, LCADC","Senior Work Wellness Coach/ Product Owner (Global Expansion) Amazon","Amazon","Sr. Technical Program Manager, Amazon Cyber Threat Intelligence","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4378070862","https://www.linkedin.com/sales/lead/ACwAAAZKq3wBH1AJ5GDsd5v8qvC9kEqmn3rB28w"
"High","Aslihan Gurescier","Vice President, Growth & Emerging Markets EMEA Equinix","Equinix","Senior Manager, Go-To-Market Strategy & Customer Insights","Indeed","https://www.indeed.com/viewjob?jk=3e8d67efee0199b2","https://www.linkedin.com/sales/lead/ACwAAAAUCyIBVxqUk-9e5Y4X4BgtVGjWp0jZ9ZE"
"High","Taro Kimura","President Sony","PlayStation Global","Change & Go-to-Market Manager, Digital Commerce","Indeed","https://www.indeed.com/viewjob?jk=5d277652222062b9","https://www.linkedin.com/sales/lead/ACwAADbT39cBh0dfuG6zbSRNGc9s_LHieKRvhN0"
"High","Freddy C.","Vice President Marketing The Americas Group Sherwin-Williams","Sherwin-Williams","HPF Market Segment Manager, A&D","Indeed","https://www.indeed.com/viewjob?jk=2dd784445a1faadd","https://www.linkedin.com/sales/lead/ACwAAADcoacBN-qTnRYkn6kSRpg8NkgjqT_pohc"
"High","Shannon Edwards","Owner TriStar Pension Consulting","Wolters Kluwer","Product Marketing Manager- Manager, Packaging and Go-To-Market","Indeed","https://www.indeed.com/viewjob?jk=bae020124f8200df","https://www.linkedin.com/sales/lead/ACwAAAEvZJQBlAAZF687vYVuM63zkT152XOz_K8"
"High","Dr. Mark Fowlestone","Owner Multiply","Multiply","Head of Growth (San Francisco)","Indeed","https://www.indeed.com/viewjob?jk=da16741fc0ccc0aa","https://www.linkedin.com/sales/lead/ACwAAAFAsbQBh2JxRpUndwtxGPomdmGR0FCCRWI"
"High","George Farkas","President Packaging Unlimited Inc","Hood Container","Account Executive - Corrugated Box Sales","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAG37dIB-jDnopNaIsZ9SkRQijPdzzVovUI"
"High","Katherine Lugar","Executive Vice President, Corporate Affairs Hilton","Hilton","Manager Business Development","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAA9aBAIBXwVh50SJU_0n3pjwSJTPW34aXPE"
"High","RaviChandran Purushothaman","President Danfoss","Danfoss","Manager, Digital & Lifecycle Business Sales, North America","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAATM0EB4OT9vl05QZfJnR-DE6v6uTrZx2g"
"High","Tom Roeser","President OTTO Engineering","OTTO Engineering","Director of Sales - Communications","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAJfE0ABkh2xRimIRynxiEUalx9al68bC-Y"
"High","Ganesh Ayyar","EVP and President Digital Operations Cognizant","Cognizant","Director of Sales - Life Science/MedTech - IOA/BPO (Boston/New Jersey))","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAA4Ah-UBfbuq7_rQqGNnvyXkIoCkraxaUKo"
"High","Lem Miller","Owner Sandia Commercial Real Estate, LLC","Sandia Construction, Inc.","Business Development Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAOZ8CMBZqOoUcY2VdrkQUX196eDiH2AEl0"
"High","Ted Spicer","President Continuum Services","Continuum Services","Account Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAV_PPsB-RALHqjk-B3Pe6uy44zFrlv3YZE"
"High","Deane Dolben","President The Dolben Company, Inc.","The Dolben Company","Property Manager","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAKE3bMBJOv5h_tKYYEYZ8W8hy2Kic4JEgA"
"High","Carmen Sturniolo","Owner Ambitious Athletics","Ambitious Athletics","Head Performance Coach (3+ years of exp)","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAABKq6KcB7H1GkkRhEAuZtPRn3dYUDjk6Z5w"
"High","Sebastian Peters","Senior Vice President & Global Head of Operations – A320 Family | Chairman, Airbus Operations GmbH Airbus Aircraft","Airbus","Head of Growth & Marketing","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAACJebYB0zG1aWrO4oA0f8Ua5RoyUy-VBSo"
"High","Alejandro Jimenez","Vice President Ntooitive Digital","Ntooitive Digital LLC","Head of Go-To-Market (GTM) / VP Growth","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAETrYvgBsx2FqQfZNY8Ydl7lp5u9vIoT5Ws"
"High","Nino Giarratano","Product Owner, Front Office Applications Motion Recruitment Partners LLC","Motion Recruitment Partners, LLC","GenAI Go to Market Strategy Lead","Dice","https://www.dice.com/jobs?q=GenAI%20Go%20to%20Market%20Strategy%20Lead&employer=Motion%20Recruitment%20Partners%2C%20LLC","https://www.linkedin.com/sales/lead/ACwAABr47s0BYymkCMnY6F7-vakmlW_EExD9POQ"
"High","Lynette Monzo","Vice President Monzo HVAC","Monzo","Senior Product Marketing Manager","Dice","https://www.dice.com/jobs?q=Senior%20Product%20Marketing%20Manager&employer=Monzo","https://www.linkedin.com/sales/lead/ACwAAF0Tm7MBomFBGbUfqzjAYcK4XVWn_qq304k"
"High","May Z.","SVP, GM of Crypto PayPal","PayPal","Global & Strategic Portfolio Account Manager","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4385700663","https://www.linkedin.com/sales/lead/ACwAAAAXMIgBq5kaMcFyq4-mkBalHvC3fmPaiyw"
